segment_id,pred,target
1969647810,29630860.0,32739612
288840453,33483736.0,34952168
995888455,3245888.0,529841
874143536,2245039.0,925464
139656908,36860520.0,46573581
859183068,10891834.0,10412406
511978994,26592444.0,25418076
1826631403,531495.9375,1846267
1087653736,15991700.0,15126522
1537766774,29552782.0,41038586
1090755834,5760019.0,7412828
1663507226,39707512.0,40819831
1804779174,26030200.0,25240759
672285731,30583766.0,29786268
742086401,37596256.0,40875911
1655117264,12847070.0,17587182
986058423,5876896.5,5930797
1358458285,19004112.0,17690649
82371649,-885063.625,273119
1990660302,1650842.125,2100262
2041042967,38323668.0,38302199
357626827,22685194.0,25337458
148601568,7621718.5,3546541
1972765916,6047147.5,5452143
1413419956,19858762.0,14812529
802939805,29144642.0,33743320
1726437005,20725472.0,21379271
1816226657,33306700.0,39962047
1070821612,26910020.0,29318853
922683102,17538876.0,6996188
1964629036,21012232.0,13711404
719416315,4386726.0,5612613
176793362,38755772.0,40165333
1751225823,29564410.0,29457928
559180520,28788604.0,30130135
318487088,9904654.0,8336642
978341311,38913724.0,36048263
147205244,16420770.0,15559380
1833020166,41990464.0,41925615
730012471,27072530.0,27742695
1156048155,27475850.0,31574789
2133970291,16852894.0,11414233
80983984,35836152.0,34598467
827663810,23700658.0,18946673
1904644745,12183752.0,6648378
100519902,6349373.0,4357018
939311744,15004526.0,13622266
1375203977,31632286.0,30132470
1731539296,35925280.0,37152618
556944814,28226710.0,30540612
180412483,41309908.0,41331696
1040427269,19310682.0,20682439
1832562741,42180352.0,41262439
1812302207,38464840.0,38421788
326818048,2656312.0,5288221
544830679,16478454.0,19863157
276179308,23948052.0,23514771
238539977,32050468.0,32000841
1631336027,12913398.0,14051809
1583418568,14090738.0,18740213
1945020467,24285476.0,25622349
15038768,44644816.0,43575632
2010479566,9464816.0,11919352
1831534866,19129128.0,18170380
2101664526,14293296.0,16882521
1976957121,45324808.0,43740620
672998055,22363180.0,19024764
1371124950,25130572.0,19171622
1629550343,26483172.0,23298595
147392583,34011204.0,35627380
628631743,15706668.0,12176811
72574795,14136860.0,20862337
2052803958,21202530.0,17383128
1438275988,1691033.25,2167660
995669347,46823052.0,47715187
1155734430,880965.5,3290204
521769547,31340128.0,36023711
946628340,47726824.0,46927271
507197174,1770387.125,2568794
1182581931,35497748.0,38327442
1284309765,18787268.0,18814834
596775154,35312448.0,37647012
185475086,8885628.0,7267557
1036403851,-3109891.25,4719062
1814978741,7930825.0,7954212
1376247982,21443514.0,16912715
192886119,1658624.375,1751151
1851830642,37760560.0,36827935
1995318007,18639896.0,15117628
1839914690,43721864.0,43212742
1345892489,43490544.0,44789145
174681942,16133514.0,7163152
678646361,9854484.0,6350450
772542617,2500983.0,1337830
1182918404,37019144.0,38960058
947090403,19716158.0,15365285
984154541,3181804.25,5326048
1031775369,40314968.0,37403436
60701054,22678882.0,22509097
807148290,18083620.0,720761
1318204178,18087714.0,7490208
397127294,31405414.0,27470788
1265017674,43813524.0,42044275
928713250,10702216.0,11941339
1003175827,22269014.0,21994554
1191350506,7173819.5,5020088
1358944219,19960042.0,25695460
1577367680,38628224.0,36115175
762505241,44824276.0,43106846
736964441,10771884.0,13237465
1842353536,8059157.5,7488081
546241772,1371067.125,386910
280847504,18757714.0,19947406
685963584,43491304.0,42641672
1818420386,37991288.0,33353623
271413633,27842888.0,29462986
1557776093,12249324.0,8076591
1844835543,32569474.0,39203881
1666037045,3711841.5,1028570
343945736,7792656.0,8436689
2039942615,6711667.0,7746872
89160029,5970388.5,12006994
626322376,8178647.5,5127604
641168964,30264152.0,28464661
231298651,28993672.0,27369423
964004526,37656144.0,41206950
909369717,28367304.0,30779054
587453041,39518088.0,39932891
930971928,10830188.0,9009433
2078096366,7777483.5,8991164
1120445474,11940686.0,10175117
963569136,31075064.0,27930865
498590214,31217498.0,32154606
1305823886,16802814.0,25383127
389189559,1720291.625,1520211
477007410,44011312.0,43486713
1664535047,16465720.0,22578907
475130215,19112592.0,19971933
289916724,41418752.0,43594390
442489148,41053488.0,43353242
1980120300,18779082.0,17577204
160311230,18496900.0,15546942
912534056,1316087.375,321111
1839787224,27142386.0,29619667
1566373795,46720288.0,44640112
976707361,42648792.0,40389139
1064935255,45522552.0,47950543
962787425,14386330.0,12868706
875430665,39454420.0,43272528
2051380720,36788284.0,39378933
1944553326,41753516.0,45521511
1018435910,17451980.0,17275464
1986279721,23229372.0,23891482
924684934,21325930.0,14756266
1546647257,2768483.75,5604810
778164804,20649530.0,20114388
2006823210,42186916.0,41462971
1943373950,24981566.0,22027103
2063246350,26283876.0,16251229
1124119171,9248854.0,7329811
173573447,35677084.0,43423328
1350466548,13191748.0,18535922
1476309575,26926222.0,32019118
269248670,37732644.0,45518126
834484140,21766568.0,14417739
861227030,25157926.0,26970533
1319864887,22855370.0,21340440
442434310,37856844.0,42877920
703995178,21212574.0,23181765
688474018,8400976.0,8211399
2030813906,28886714.0,28038265
831609277,1652481.0,448429
312941568,24300144.0,24872676
1089685571,22696678.0,22167992
1509748401,36648236.0,39335751
1207105314,8029284.5,4857362
198632987,35618396.0,32120697
241063640,24411014.0,20462842
756112127,30231526.0,28834416
678175964,29873148.0,28381090
152072473,26956552.0,23637315
2055600383,3290006.25,3334460
544050502,39411044.0,42614457
1403005697,33131388.0,35260256
574634448,7997025.5,9527005
1634919976,15585278.0,18975742
1852779090,35526208.0,36595113
2118180017,21984494.0,20785225
161907109,2778221.25,4726351
339846368,8654048.0,7424122
821180602,8593156.0,4792549
655846883,9676512.0,2983171
1977710546,20465762.0,14113883
2120273955,9507172.0,10618163
263366519,39119348.0,37838117
928414279,24553564.0,26319791
1862197689,29044968.0,28607064
1114275678,35971872.0,35913386
1398442640,27581898.0,26375282
1991439490,21234678.0,23196613
1246332909,43376144.0,46046804
361671709,6454390.0,3934602
953346027,26734932.0,25246982
730414813,41084976.0,41130218
600983434,9039344.0,3771859
2042137471,16032118.0,6411018
1938743280,36222400.0,37605159
206572719,46329336.0,45189955
1051299690,37137248.0,37875002
626164144,33634712.0,30801679
1092709083,24661524.0,23580134
865285202,43209736.0,41546817
273595483,34279856.0,29372442
832751522,34167960.0,32383382
302498114,29431850.0,29239733
868718273,33137638.0,40727402
1334508596,38213808.0,35144376
229047052,7630144.0,9809076
1604854130,43184072.0,42841445
1756847193,32753274.0,33297409
1443500291,39330456.0,38377880
866758423,14793400.0,15462272
1821527103,34507592.0,32780737
1423567749,15695094.0,13688549
414737101,9665070.0,9162090
11392010,32645386.0,39483628
827803506,2509839.5,87064
45843121,27451570.0,27994207
39008491,14376958.0,20093981
1876246151,30390648.0,29104897
2034726326,29390014.0,30200415
1776689049,43660088.0,44054917
763714603,37731684.0,35745145
2069011219,34257284.0,38453155
63085880,49378216.0,47760262
2044088860,32953702.0,35479215
1696428789,15530110.0,13987327
1230685914,18006678.0,16538607
1565591534,25371528.0,39321096
545603396,17651830.0,13594831
2042268384,9603266.0,9116575
769093074,35572232.0,41161232
1800749408,25977718.0,23510180
621938105,39768712.0,40611376
1638487506,22316604.0,21496664
1441988574,33645600.0,23733443
872179122,36529864.0,42482934
1004557332,32331116.0,35397029
1108848326,3368528.75,2749571
1630569825,35246328.0,37113494
1358091136,35502548.0,26610575
255656520,22971178.0,17881216
1437553540,32299242.0,28760497
676663859,34248744.0,38166171
1092950441,31915530.0,32798542
765529516,-163959.03125,58525
609192146,16055562.0,16379287
221683713,16090420.0,13979987
176086997,31267798.0,27696083
1098000689,18602200.0,18766799
836288436,31397980.0,30474264
1199580311,43084376.0,46245974
1521233834,35287700.0,33442299
281177678,-290495.4375,3508365
1014562599,26596118.0,41018705
1553019029,30796402.0,27998195
804951561,23268050.0,37566155
1469540533,42604100.0,42623394
2073873772,23704418.0,23771035
777577982,36896972.0,35279943
220743032,4755044.0,3864961
1407094442,37660980.0,40550390
1541798814,9108990.0,6191726
1117793086,28379996.0,30595040
95810878,4991568.5,5908509
1208305522,33693280.0,33984045
67637654,27303624.0,27200357
1000554676,4893571.5,6347792
552039724,1562985.125,607680
1590661832,35335140.0,38921139
807399710,2185820.25,1910959
127998922,6479793.5,5295003
76652896,31164260.0,29543094
1832960673,29117816.0,21194908
2123127162,30443728.0,35490054
595336840,21388464.0,24824914
1392504290,37821124.0,38239386
1141586751,14197056.0,16246680
553195805,46754616.0,44910569
1319975881,23099636.0,24706665
1261672283,43059920.0,41450687
1612658867,27793922.0,24348001
1600768087,12900236.0,14209513
247145135,28085518.0,28584279
388927603,50515756.0,43713022
1691053444,15505314.0,18574433
1020283272,18250692.0,16657318
1835203048,17227462.0,10766496
1904220604,19956700.0,17038685
1002825126,38501536.0,36755640
1699037504,38509680.0,38564009
300943209,15206956.0,9207233
1063425676,16644210.0,12886267
588264306,1360062.5,171324
1623980475,21731278.0,24185298
292905699,18514724.0,18902288
928349115,19109260.0,23609353
1560072843,9240812.0,11302782
1731671258,10149676.0,7598984
1982908792,39135832.0,38536616
1623655934,20351548.0,14026863
1329020649,15267576.0,13688423
71739210,29885692.0,31545523
1238859327,7970104.5,6790171
753004280,17049238.0,15846558
1548788345,965474.875,1018667
242542221,38720152.0,35660180
2067336369,6268096.5,6646158
2057226721,35794712.0,35881998
1833706259,12389516.0,10012770
176209287,14795970.0,11393279
90572254,43404792.0,40787810
1193816078,12350744.0,14329427
600168324,14976734.0,12942933
2111587424,7364422.0,7370080
805494552,20416942.0,24429556
2111802125,26639528.0,26668615
1141152432,28715136.0,27352648
1778564935,39981296.0,40730529
1009749143,5836826.5,4091055
271408873,3786463.25,3550479
1923526983,22510310.0,21398625
175810421,38162152.0,41329839
428917687,39908576.0,38579633
1660325198,3532235.0,1090599
2016647233,9232348.0,13652830
1117905846,2020164.0,2321914
668395393,41712256.0,41357148
807819960,12738196.0,12853572
966651364,21744206.0,21213460
1253007685,31415830.0,24894907
950950325,28839112.0,29633424
1892346723,44292208.0,46377153
817639495,22629228.0,17755762
697134733,42502996.0,42373756
1018756523,32055668.0,29754498
1310911931,2138549.25,3108189
988251615,11185704.0,11784736
1158945000,5442900.0,4769718
1287402853,829732.25,3817445
1466604072,17303218.0,17735202
756127189,17027328.0,13490690
1092728543,37754152.0,31178789
1309817072,4606635.5,6488895
904405461,15199358.0,15287185
1344426246,13915664.0,8561708
287364787,31203096.0,34310281
881617953,19081992.0,22202669
1062764986,36571764.0,39691110
1979431054,8360111.5,8859249
432695730,24748150.0,38666707
1828751957,29200350.0,28866918
759435064,8087255.5,4362156
1724893776,29686320.0,26917146
1864294958,21219756.0,17736290
306864913,36545380.0,38485057
1887047868,48808732.0,48003713
214183849,7537700.5,8015222
2061696277,17562518.0,19514034
919272254,10832686.0,13659890
646778392,21868754.0,19522214
1524808856,38940548.0,40131851
1901531819,36499632.0,43330732
1174567207,8470272.0,10106188
487623440,9397462.0,3304574
1132218304,26529416.0,29603843
436769483,29786968.0,29472342
88163303,14622966.0,16099049
942814455,6950779.5,10577748
1164949475,43401284.0,43475707
1319378846,15767958.0,16428564
612447943,29292918.0,25260944
313964120,35304916.0,40490032
616719593,17296042.0,15770555
1493034353,2646690.75,2423197
2047751510,37092468.0,41732667
656267377,32084820.0,31085444
727492101,39244484.0,33642326
1048300101,18816280.0,16549824
1052745011,20888916.0,19839592
1795889126,47173816.0,46028649
1266859938,18435374.0,17357054
1644815944,24646844.0,24646218
476753180,11291184.0,8231674
413268740,34420768.0,41986783
243573371,41536100.0,41237478
1545024767,15038214.0,14023567
1082824214,8960360.0,8451818
780993101,7854718.0,16960105
2049689655,29217634.0,21084523
1554283260,5386795.0,3249711
818349007,27464016.0,21140122
1502408473,5268925.5,3620769
363125294,26352066.0,26787365
316603753,44416768.0,41721650
2044857103,39375716.0,35250581
932084533,10028510.0,9159412
305621118,20207918.0,22906977
1765356109,15121192.0,16352671
168903539,35447020.0,43716747
159254576,9391982.0,8955616
1640303200,6296998.5,6949902
986204419,12039700.0,9119922
425415049,33131400.0,36528286
1533843141,45055880.0,46523483
1734582169,29544664.0,30074178
944538945,40784504.0,38063784
733988337,39957600.0,46516617
546825827,20775156.0,27845449
304283775,14832052.0,17770458
328865892,5497603.5,9112996
1502208709,44855460.0,44052487
730474221,3156978.25,2352232
2067305346,6164066.0,736227
350119945,29275044.0,34660406
1871098842,25868866.0,25939125
472434486,3197296.75,4358205
973420892,-664930.25,98516
2140015263,37252072.0,35424675
1879757367,21258110.0,17397520
1762541807,30628484.0,39162237
80491904,29290694.0,29800324
2061764779,5080262.0,5234774
74950304,7636261.5,6425751
1919183481,3661201.25,3002710
59231274,5433035.5,2327991
641136684,28949370.0,26594077
1895867403,20912670.0,24682269
1562841966,11528540.0,12732662
1052075589,33297356.0,30757334
233565853,27415834.0,17792996
512339405,27618410.0,24993068
216001876,7223388.0,7066249
559964053,38804864.0,37486766
32512316,30502162.0,37174984
1577225037,10262264.0,11699624
1925723673,11712838.0,10746815
974102108,2437401.0,292145
629137203,18061138.0,17707651
1556454835,7862477.0,8649346
2133326148,12024540.0,11575416
