segment_id,pred,target
1969647810,29788240.0,32739612
288840453,34219872.0,34952168
995888455,430339.0625,529841
874143536,1533158.375,925464
139656908,47376564.0,46573581
859183068,9473741.0,10412406
511978994,26526396.0,25418076
1826631403,6742479.0,1846267
1087653736,13401774.0,15126522
1537766774,38827236.0,41038586
1090755834,6580536.5,7412828
1663507226,36636076.0,40819831
1804779174,24307152.0,25240759
672285731,34087760.0,29786268
742086401,44896368.0,40875911
1655117264,17529428.0,17587182
986058423,10840863.0,5930797
1358458285,18794144.0,17690649
82371649,3538775.5,273119
1990660302,1263699.875,2100262
2041042967,41922448.0,38302199
357626827,25586408.0,25337458
148601568,3524231.25,3546541
1972765916,3818095.25,5452143
1413419956,20070018.0,14812529
802939805,34749268.0,33743320
1726437005,23805876.0,21379271
1816226657,39420068.0,39962047
1070821612,26923846.0,29318853
922683102,10229463.0,6996188
1964629036,13985122.0,13711404
719416315,6088469.5,5612613
176793362,33600664.0,40165333
1751225823,26910282.0,29457928
559180520,28068664.0,30130135
318487088,13253169.0,8336642
978341311,35890424.0,36048263
147205244,17203008.0,15559380
1833020166,46977988.0,41925615
730012471,27328832.0,27742695
1156048155,31424304.0,31574789
2133970291,14568615.0,11414233
80983984,33585544.0,34598467
827663810,19587448.0,18946673
1904644745,8274512.0,6648378
100519902,4036048.5,4357018
939311744,9326697.0,13622266
1375203977,34100468.0,30132470
1731539296,31875740.0,37152618
556944814,31357076.0,30540612
180412483,42952936.0,41331696
1040427269,16457975.0,20682439
1832562741,35352340.0,41262439
1812302207,33156888.0,38421788
326818048,6951079.0,5288221
544830679,19863368.0,19863157
276179308,22517686.0,23514771
238539977,31446874.0,32000841
1631336027,14566105.0,14051809
1583418568,18701948.0,18740213
1945020467,26209056.0,25622349
15038768,42540616.0,43575632
2010479566,13160759.0,11919352
1831534866,19148312.0,18170380
2101664526,17582356.0,16882521
1976957121,42162276.0,43740620
672998055,18450436.0,19024764
1371124950,21142584.0,19171622
1629550343,24868936.0,23298595
147392583,33899524.0,35627380
628631743,10811177.0,12176811
72574795,22291316.0,20862337
2052803958,21310648.0,17383128
1438275988,8180427.5,2167660
995669347,51794068.0,47715187
1155734430,2422809.25,3290204
521769547,41356856.0,36023711
946628340,38974356.0,46927271
507197174,2200212.25,2568794
1182581931,37358900.0,38327442
1284309765,19838520.0,18814834
596775154,37103132.0,37647012
185475086,8082848.0,7267557
1036403851,2909293.25,4719062
1814978741,7954755.0,7954212
1376247982,19643962.0,16912715
192886119,1753466.375,1751151
1851830642,37589828.0,36827935
1995318007,13291731.0,15117628
1839914690,43357680.0,43212742
1345892489,43311912.0,44789145
174681942,13627839.0,7163152
678646361,7554407.5,6350450
772542617,996712.4375,1337830
1182918404,36255096.0,38960058
947090403,16505422.0,15365285
984154541,6734450.0,5326048
1031775369,41120384.0,37403436
60701054,21681310.0,22509097
807148290,1129936.875,720761
1318204178,9429105.0,7490208
397127294,27583644.0,27470788
1265017674,43209396.0,42044275
928713250,10872579.0,11941339
1003175827,24750584.0,21994554
1191350506,4151351.75,5020088
1358944219,20052792.0,25695460
1577367680,32603152.0,36115175
762505241,41370564.0,43106846
736964441,12231703.0,13237465
1842353536,8551459.0,7488081
546241772,384771.65625,386910
280847504,17475890.0,19947406
685963584,40388400.0,42641672
