segment_id,time_to_eruption
1000213997,28728687.251430936
100023368,40155624.9107167
1000488999,21551924.01586604
1001028887,19995038.740552235
1001857862,15273482.921084665
1003310246,32462814.08921778
1003545497,32608725.85825076
1004288653,18699067.33603254
10044968,2956259.4432336744
1005166812,26161877.52367818
1005502784,36762069.63118379
1005767712,21168193.128213033
1005985933,15236893.562774241
1006013726,27843404.650514312
1006026494,6204280.527580959
1006540019,11238571.907514606
1007067208,19440605.24132618
1007233480,19262885.938273955
100741545,35801777.281479456
100781580,8917333.287431411
1008031106,26277704.311060388
1008453141,8038943.181522184
1008467020,23794216.115115143
1008990702,23262790.607679594
100924436,7211490.737756838
1009570124,24398342.180083558
1010782837,25540143.339639906
101092507,13354353.434707655
1010943716,28171413.925211743
1011004896,18036120.437714785
101110196,17246167.37713189
1011275894,22836997.994725227
1013422575,14049624.0130396
1013765862,3763382.907819667
1014679633,18223296.559691362
1016115878,39991607.65684228
1016184206,15226046.506770523
1017230048,19400672.50839529
1017425206,36985809.24548891
101767110,29336721.333224297
1017793579,9374509.0430127
1018339787,4038494.3475299655
1018415836,18994250.084417954
1018835959,20455525.943651233
1019822001,24785541.705536593
1020904533,43777241.63404381
1021766991,31654389.388389055
1022303057,30564402.75720663
1022564826,9593226.674755948
1022792201,43296184.499260195
1022920538,1498473.628777619
102293055,31013650.2505834
1023129837,39687067.13239055
1023178939,9007192.087573742
1024202315,43882591.96236747
1025034217,35059794.401414506
1025592404,19642076.85827836
1026104909,2228214.3124976205
1026215164,10322266.941516478
1026330044,28141841.822765104
1026893635,29677278.66264013
1027015334,19689013.783629
1027196270,23306549.023064204
1027492850,14633014.579933483
1028291376,30983384.481292024
1028734549,11999195.504305372
1028909050,34709365.13349024
1028936480,7378977.008568787
1030142029,24835710.434366893
1030502977,11990798.7949788
1031020617,15231977.088051235
1031159375,26777172.11519462
1031162177,37298198.09321981
103255324,32164422.077035632
1033010545,16997984.507734142
1033712814,35398442.36740295
1034145574,20796047.109113127
1034149150,38670163.52812471
1034495604,33431999.34003568
1034575439,10774879.457055539
1034661081,7936305.952581081
1036359163,20833076.457118664
1036419067,16630866.14248479
1037409111,35815527.1327568
1037457727,39204284.25150794
1037866071,16675100.868317991
1037870582,31795949.52189842
1038229705,567595.3793647919
1038561162,22957196.360674676
1038795212,44908925.78571329
1039022988,22690204.385854173
1039467390,22492705.832712267
1040926190,35887839.62800774
1041238096,13466517.090707107
1042404145,39209812.404709205
1042683102,25338217.69825576
1042872766,12728545.912374208
1042966293,35772217.86486013
1044132676,36556174.60040471
1044145499,35468060.28836668
1044572708,24012558.03837152
1044918875,33058171.37432883
1044919243,13618143.308898015
1045961446,7517111.024222198
1046125885,18830487.325709835
1046298092,17287999.390354805
1047440176,28729662.31389474
1047553323,9260612.927403549
1048071171,42753874.56519419
1049029417,19545290.20225355
1049179883,24810139.783738784
1049458669,32770479.7538157
1049490456,32171321.22963002
1049718151,4588475.167296964
10500324,27379645.173094317
1051297459,25673462.73130771
1051723909,25248172.458638944
1052096870,20822267.16619501
105231979,17532767.463024136
1052598935,23880696.622063145
1053288769,26268291.97449823
1053506000,8207956.990699149
1053709012,17247074.03233745
1054155456,3842090.3937753527
1054183033,4198313.575270804
1055110288,28263841.66890473
1055280734,12864843.746673614
1055292020,29050523.949583936
105565188,8971917.253276814
1055715186,19752582.269355565
1056283823,39737397.67914172
1057143322,20037962.836032823
1057565195,30506690.3342497
1057891675,40344866.43125156
1058184184,27972305.094979413
1058754098,18397309.428906407
1058988926,42176403.445454136
1060658700,4807247.140339433
1060731119,37676529.79448194
1060942736,19205011.63673515
1060953646,37081680.359065354
1061777512,31775479.40212017
1063352576,22035041.64486502
1063492083,18303298.954621304
1064227773,34114118.02410086
1065071029,26997884.413100503
1065179054,26112225.522677924
106530242,16364208.555723153
106558646,4652688.368980506
106685184,19124232.790997975
1066858964,43756112.79122817
106705133,3723989.96810015
1067398856,7372662.260297381
1067885278,20980397.247760165
1067970,25787295.066256996
1068098496,28482768.280325368
1068298311,13790016.687250635
1068515581,36438798.61663943
1069211376,46711425.68123691
1071550768,30700950.471952245
1071673479,834953.1038216824
1071727846,20019864.438856293
1072278088,25970673.35249453
1072995306,11169095.746516522
1074297431,17651618.39114666
1074331622,17399513.348826975
107456883,15020528.297463957
1074855139,12087161.201144505
1075283470,22841002.331244152
1075411242,25903029.1304424
1075732342,35633628.84330917
1076096350,10314107.290867925
107666202,37802176.328871176
1077472023,35640076.396816514
1079683965,3426133.2299107644
1079951835,16286678.27877807
1080323153,24290188.44180975
1080844241,41148646.27388728
108203668,30819517.334706485
108213146,15125133.630742867
1082262945,22190848.1317959
1082864378,28985513.659264293
1083707533,17434028.452221047
108403661,1020635.6643355788
1084397983,21970554.205380052
1084431292,35297117.22741473
1084581069,14895419.902707875
1085038607,1874082.9166213092
1085084497,41971314.09358043
1085229280,19619467.068914134
1085510648,48223001.22640437
1085881951,14979872.884430084
1085882007,33903809.47792559
1085910515,28502907.192099288
108610409,33180789.57165246
1086569026,20757395.54087848
1086820883,21435501.358155336
1086962283,25853023.783870637
1087163936,15592291.38019414
108734762,36858370.75518754
1087612350,21382923.59068001
1087681649,24736725.015234414
1088360907,18776140.695915435
108885370,27296102.621653385
1088867007,17111726.87164644
1089106361,24741941.73259147
1089622428,30049480.602435745
1089767427,32752119.595555652
108980580,26836177.70315229
1091470526,20237187.00050447
1091631666,30425489.510813642
1091745945,3057986.5516854706
1092124990,16201329.580514407
1092555354,32678290.854660295
109341864,28898571.001530595
1094588886,43093110.09301167
1094824382,27574636.223623697
1095039261,22459316.860292602
1095263306,19291111.052752856
1096077505,24331812.340132043
1096565436,17239526.591139898
10968059,42294222.56174197
1097472544,39878411.2119551
109822679,8513905.614974162
1099056611,17887733.64745123
1099388776,3778683.241032216
1099472249,20370550.343602836
1099564840,5138681.573254382
1100048277,18680780.932270147
1100276687,7651323.458966327
1100541264,8353266.39536403
110077966,34397567.92747798
1101672261,36145196.70730463
1102273593,36194735.14017398
1102402906,8202271.238316519
1102541950,29219999.930562656
1102809614,25353534.79147478
1102814669,34301680.18430627
1103082804,39262098.953517154
1103286910,21821799.80336516
1103368940,36063273.138190515
110350278,18274811.875214797
1103540935,7852654.498659752
110368744,3136353.9858855773
1104014396,1343189.076949557
110406323,46098228.19905054
1105331011,46611370.085513316
1105982863,11673146.19497292
1106241100,21713460.656592466
1106563471,23802842.009945557
1107289052,35920716.982201874
1107461160,28816479.797163
110836519,23397430.76095047
1108430240,23195419.769077383
110897870,22015384.508214656
1110364836,20373486.288142033
1111519643,26397260.80953157
1112589641,24689836.478724487
1112725405,16785328.144902617
1114166998,18378057.046045125
1115292010,23930518.0391495
1116004069,40215407.357536204
1116487834,12198172.530335197
1117004656,19677417.797556657
1117136867,23185597.671575975
1117195616,38655346.763834976
1117947416,36893495.694196194
1118238925,9905123.958585434
111846917,43649111.43717231
1118482512,16836145.82557442
1118815295,15766444.861979181
1118878688,4775915.8322845055
1119261733,25066743.18101807
1119530134,34231473.30639438
1119629515,14342705.605827179
1120000702,23553109.86560699
112044852,41604059.64776244
1121880142,16578255.788749695
1122235886,24697884.615162667
1122555066,17665124.535808995
1122574109,14648567.267119667
1123664964,38351334.5075157
1124294151,16180122.763745176
1125699550,13789810.610505305
1126221533,14956924.643494673
1126641381,16750372.460160112
1126757306,4981340.816556741
1126796520,11835285.908516197
1126811259,35300888.632520564
1127832368,25734307.264648646
1128226922,12051084.079690346
1128498225,33114082.326819997
1129027163,30108531.611136783
1129221340,28148504.660598718
1130257145,22894897.619671572
1130720014,38251968.69146468
1131027065,3260553.074509919
1131427620,37206826.86573804
1131523873,42797269.26485615
1132295917,15772705.222648984
1132486761,23187690.320578318
1133082361,20225784.009812623
1134509383,23967524.076469973
1134521236,47471218.815721884
1134779082,13333383.35914181
1134883832,33535344.424571425
1135419607,14225291.934831608
