segment_id,time_to_eruption
1000213997,27667153.804747406
100023368,39246404.3941349
1000488999,22387851.592145935
1001028887,17224279.49694389
1001857862,15872610.065953119
1003310246,31442206.62373135
1003545497,33818792.17999049
1004288653,19316452.087808337
10044968,2948886.415891762
1005166812,31168174.675787643
1005502784,35697005.332919165
1005767712,21087188.564570166
1005985933,12165039.029185582
1006013726,22884147.75623955
1006026494,4489579.14883366
1006540019,10937071.981558671
1007067208,14660849.7584559
1007233480,23740482.68983883
100741545,36868963.53571885
100781580,7947174.038820067
1008031106,33354344.01316591
1008453141,6938733.375535594
1008467020,24625521.268764667
1008990702,25248542.80318442
100924436,8296249.334631086
1009570124,25633744.071930643
1010782837,24118666.19870583
101092507,13914099.19993857
1010943716,30664488.636715315
1011004896,29480054.701674063
101110196,18144125.883309186
1011275894,22989901.51580231
1013422575,13346136.72714068
1013765862,3306202.96156495
1014679633,29296927.914676808
1016115878,39972002.99630241
1016184206,15515321.31321098
1017230048,14468595.944925524
1017425206,38557689.49083207
101767110,29321244.691698574
1017793579,11317357.299387239
1018339787,6445275.982429415
1018415836,18427508.827716324
1018835959,15117059.173473805
1019822001,25138827.08213435
1020904533,43662504.60865234
1021766991,30829632.086181786
1022303057,30291568.535933457
1022564826,11160416.331586095
1022792201,42856199.56531702
1022920538,1738886.2854514702
102293055,39932096.84490471
1023129837,38845990.76779114
1023178939,7107992.752772779
1024202315,43895848.74405019
1025034217,34179683.15341678
1025592404,19410495.71625338
1026104909,1412267.2944651328
1026215164,11000207.790021302
1026330044,33963826.291447885
1026893635,29467581.12111268
1027015334,18277183.105384905
1027196270,17988431.056734946
1027492850,29528589.66526255
1028291376,32633826.885719765
1028734549,11263311.6636695
1028909050,34920771.06415325
1028936480,7533277.6120564835
1030142029,25278156.08764583
1030502977,10160554.195059486
1031020617,15501609.562748605
1031159375,18419393.06699598
1031162177,27477096.471941195
103255324,31147618.679844305
1033010545,14103151.471250148
1033712814,34416566.88681021
1034145574,20924677.944278803
1034149150,37754273.69444221
1034495604,34467453.774483606
1034575439,17400351.740920026
1034661081,10480830.585040875
1036359163,16004102.973897068
1036419067,24435821.151089728
1037409111,37313177.06616705
1037457727,40848444.74942507
1037866071,12059019.757841531
1037870582,32060627.92369786
1038229705,28508.60596667253
1038561162,21625001.334971473
1038795212,45830659.13915614
1039022988,20864822.991877943
1039467390,22438076.408146806
1040926190,35685588.86167787
1041238096,17162617.36622031
1042404145,38146689.58046585
1042683102,23542537.887361743
1042872766,13399318.779184166
1042966293,34360484.5964668
1044132676,39790171.41551358
1044145499,34853037.53801873
1044572708,24704418.416471202
1044918875,34076485.99600811
1044919243,14376628.639705243
1045961446,8554878.413752392
1046125885,31596113.989369094
1046298092,17910723.819588635
1047440176,29146848.19212124
1047553323,9764183.861564077
1048071171,42618610.67070293
1049029417,27919259.09662924
1049179883,22050640.264449134
1049458669,32050938.709239308
1049490456,37445993.521573626
1049718151,3823997.4514541267
10500324,26611337.204675205
1051297459,17675082.720215093
1051723909,31545808.734457053
1052096870,17498938.081229445
105231979,17688407.211657174
1052598935,22019564.31573179
1053288769,15070186.003207631
1053506000,8555087.472344343
1053709012,18022641.225598875
1054155456,3197006.447064915
1054183033,5784775.501366715
1055110288,30355752.50627917
1055280734,13838713.01687582
1055292020,31226325.36616616
105565188,9833535.204517394
1055715186,20202792.449001383
1056283823,39863459.44446265
1057143322,32698383.855482046
1057565195,33746950.45853461
1057891675,41753675.194935285
1058184184,27292462.096824322
1058754098,18279023.089266956
1058988926,42390280.548655845
1060658700,6014089.808701069
1060731119,36506571.50800416
1060942736,16917517.06976413
1060953646,33231611.488012217
1061777512,30461944.124669924
1063352576,22735944.98610861
1063492083,18284315.41442926
1064227773,35784937.65209335
1065071029,28662104.626380768
1065179054,27585180.83675599
106530242,14892650.323345507
106558646,3983537.64489878
106685184,13935225.64300728
1066858964,43883755.2647705
106705133,3547102.873290732
1067398856,6524545.831189274
1067885278,23710059.401947793
1067970,22472422.308054324
1068098496,39745096.19400071
1068298311,14303631.022841044
1068515581,35819358.66820481
1069211376,46175500.78753882
1071550768,33362559.90412926
1071673479,727387.2743765283
1071727846,20716916.046198882
1072278088,27633305.99829514
1072995306,9788131.139086802
1074297431,16385681.026374534
1074331622,15239646.15405168
107456883,14927725.178985067
1074855139,15602930.611156069
1075283470,19269021.63266409
1075411242,23703488.27207554
1075732342,35479513.284204096
1076096350,9511562.48769926
107666202,35309216.65079379
1077472023,34881353.955579124
1079683965,4984182.228939592
1079951835,16861318.742192414
1080323153,23695374.351284854
1080844241,40368158.60166843
108203668,31817657.27118124
108213146,29533978.235753477
1082262945,30566934.861931123
1082864378,23480845.166549366
1083707533,31812999.973662987
108403661,2561742.9090397228
1084397983,25419323.896803763
1084431292,36602538.66993483
1084581069,16830993.754267436
1085038607,1206383.738259116
1085084497,42337052.22143644
1085229280,18462471.889462467
1085510648,47138134.556618124
1085881951,14186180.119341133
1085882007,34308746.16970544
1085910515,34666929.822283104
108610409,33428542.51000331
1086569026,20515409.81831119
1086820883,19590318.86474277
1086962283,33752151.70256082
1087163936,16709981.24334328
108734762,30440070.079195645
1087612350,13472150.05341988
1087681649,22940877.390336465
1088360907,20815819.983990032
108885370,30084016.216997594
1088867007,11529482.290931607
1089106361,16693484.616511973
1089622428,24349210.84078596
1089767427,29200818.487479392
108980580,29204812.307906847
1091470526,16679154.52170368
1091631666,31609424.069106042
1091745945,3080521.7372513763
1092124990,12118170.383573147
1092555354,33543602.15284071
109341864,28209705.732025776
1094588886,42681441.08152218
1094824382,28258391.61497124
1095039261,22932376.32887104
1095263306,22502293.482518476
1096077505,24188347.509924386
1096565436,17334168.64467546
10968059,42406096.803987995
1097472544,40063990.48980679
109822679,8855991.424106259
1099056611,16732824.90972982
1099388776,1367171.9173157273
1099472249,20968526.51778189
1099564840,4689650.521745299
1100048277,13242605.68453673
1100276687,6778844.835395439
1100541264,8269647.4250680115
110077966,35738843.29502058
1101672261,36215247.90986658
1102273593,34367851.199088536
1102402906,10207101.432051633
1102541950,33400042.54956129
1102809614,18687136.793061353
1102814669,35565536.37298924
1103082804,38191626.00366939
1103286910,22678948.089001123
1103368940,37027361.86335603
110350278,17668754.24091809
1103540935,8303042.953348692
110368744,5533321.136529852
1104014396,1062876.9545322019
110406323,46802565.582867034
1105331011,45215590.73038499
1105982863,12228277.387189407
1106241100,20541476.919675905
1106563471,20369134.591742933
1107289052,36317841.403545804
1107461160,29204210.25984408
110836519,23925557.060916085
1108430240,18311328.288995676
110897870,19056054.39903352
1110364836,16737002.298325455
1111519643,25825962.921142906
1112589641,24293986.23366467
1112725405,15128981.795093924
1114166998,18694558.223119646
1115292010,24930652.245733045
1116004069,39179368.582861796
1116487834,14738630.16601724
1117004656,18278149.54307577
1117136867,23946926.9812886
1117195616,40882849.142361775
1117947416,38352236.21460544
1118238925,11206303.276838003
111846917,42867949.47983733
1118482512,9411048.067123242
1118815295,23735965.13319325
1118878688,6346763.344808917
1119261733,17339676.705270667
1119530134,37016864.620827
1119629515,15094227.865674017
1120000702,28851175.563462663
112044852,40930299.15605832
1121880142,30889419.10124455
1122235886,29243899.68240122
1122555066,15712842.09657825
1122574109,12895246.010964138
1123664964,40328282.884938456
1124294151,15721857.31770102
1125699550,13311092.492177457
1126221533,14307272.152235057
1126641381,16157789.38206103
1126757306,8013121.131204709
1126796520,10068569.818902824
1126811259,36899772.55304848
1127832368,25479041.936958987
1128226922,19876916.45518341
1128498225,32799464.020537615
1129027163,30670267.800126567
1129221340,31675675.358401015
1130257145,23388082.702420183
1130720014,37315984.31778395
1131027065,4376100.755206138
1131427620,35154186.742028445
1131523873,42196564.440027155
1132295917,15309152.038566478
1132486761,21509982.656707805
1133082361,22437257.550336976
1134509383,23330265.121241312
1134521236,47023785.708767295
1134779082,12378933.374910785
1134883832,32803637.410192683
1135419607,15224468.000566514
1136836722,16171118.828811305
1138013832,7707874.317403933
113804746,15460349.246679172
1138064736,30756570.12262126
1138211675,19868133.38601312
1138486916,850156.2514197186
1138681044,1985797.1976495103
1138720460,24918097.901320867
1138882964,11568639.335848216
113905839,7304060.333668109
1139237569,9125124.863778144
1139538400,11295647.919165626
113967173,29922804.370355386
